LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
COL,STINT,TOT,PC_PA,M,1992-06,22.75,
COL,STINT,TOT,PC_PA,M,1992-07,21.89,
COL,STINT,TOT,PC_PA,M,1992-08,25.32,
COL,STINT,TOT,PC_PA,M,1992-09,27.32,
COL,STINT,TOT,PC_PA,M,1992-10,27.61,
COL,STINT,TOT,PC_PA,M,1992-11,26.9,
COL,STINT,TOT,PC_PA,M,1992-12,27.42,
COL,STINT,TOT,PC_PA,M,1993-01,26.27,
COL,STINT,TOT,PC_PA,M,1993-02,26.29,
COL,STINT,TOT,PC_PA,M,1993-03,26.8,
COL,STINT,TOT,PC_PA,M,1993-04,26.71,
COL,STINT,TOT,PC_PA,M,1993-05,26.42,
COL,STINT,TOT,PC_PA,M,1993-06,26.48,
COL,STINT,TOT,PC_PA,M,1993-07,25.34,
COL,STINT,TOT,PC_PA,M,1993-08,24.44,
COL,STINT,TOT,PC_PA,M,1993-09,24.37,
COL,STINT,TOT,PC_PA,M,1993-10,24.9,
COL,STINT,TOT,PC_PA,M,1993-11,25.48,
COL,STINT,TOT,PC_PA,M,1993-12,26.49,
COL,STINT,TOT,PC_PA,M,1994-01,25.82,
COL,STINT,TOT,PC_PA,M,1994-02,25.26,
COL,STINT,TOT,PC_PA,M,1994-03,25.34,
COL,STINT,TOT,PC_PA,M,1994-04,25.31,
COL,STINT,TOT,PC_PA,M,1994-05,26.21,
COL,STINT,TOT,PC_PA,M,1994-06,28.25,
COL,STINT,TOT,PC_PA,M,1994-07,29.15,
COL,STINT,TOT,PC_PA,M,1994-08,30.69,
COL,STINT,TOT,PC_PA,M,1994-09,30.84,
COL,STINT,TOT,PC_PA,M,1994-10,32.53,
COL,STINT,TOT,PC_PA,M,1994-11,35.69,
COL,STINT,TOT,PC_PA,M,1994-12,37.9,
COL,STINT,TOT,PC_PA,M,1995-01,32.28,
COL,STINT,TOT,PC_PA,M,1995-02,34.25,
COL,STINT,TOT,PC_PA,M,1995-03,35.21,
COL,STINT,TOT,PC_PA,M,1995-04,35.69,
COL,STINT,TOT,PC_PA,M,1995-05,34.78,
COL,STINT,TOT,PC_PA,M,1995-06,34.02,
COL,STINT,TOT,PC_PA,M,1995-07,30.18,
COL,STINT,TOT,PC_PA,M,1995-08,29.13,
COL,STINT,TOT,PC_PA,M,1995-09,30.08,
COL,STINT,TOT,PC_PA,M,1995-10,29.38,
COL,STINT,TOT,PC_PA,M,1995-11,29.64,
COL,STINT,TOT,PC_PA,M,1995-12,33.42,
COL,STINT,TOT,PC_PA,M,1996-01,32.52,
COL,STINT,TOT,PC_PA,M,1996-02,33.1,
COL,STINT,TOT,PC_PA,M,1996-03,33.64,
COL,STINT,TOT,PC_PA,M,1996-04,33.63,
COL,STINT,TOT,PC_PA,M,1996-05,32.11,
COL,STINT,TOT,PC_PA,M,1996-06,32.14,
COL,STINT,TOT,PC_PA,M,1996-07,32.41,
COL,STINT,TOT,PC_PA,M,1996-08,30.36,
COL,STINT,TOT,PC_PA,M,1996-09,28.44,
COL,STINT,TOT,PC_PA,M,1996-10,28.72,
COL,STINT,TOT,PC_PA,M,1996-11,28.54,
COL,STINT,TOT,PC_PA,M,1996-12,28.05,
COL,STINT,TOT,PC_PA,M,1997-01,26.5,
COL,STINT,TOT,PC_PA,M,1997-02,25.42,
COL,STINT,TOT,PC_PA,M,1997-03,25.5,
COL,STINT,TOT,PC_PA,M,1997-04,24.74,
COL,STINT,TOT,PC_PA,M,1997-05,23.59,
COL,STINT,TOT,PC_PA,M,1997-06,23.22,
COL,STINT,TOT,PC_PA,M,1997-07,23.16,
COL,STINT,TOT,PC_PA,M,1997-08,22.99,
COL,STINT,TOT,PC_PA,M,1997-09,22.85,
COL,STINT,TOT,PC_PA,M,1997-10,23.24,
COL,STINT,TOT,PC_PA,M,1997-11,24.01,
COL,STINT,TOT,PC_PA,M,1997-12,24.32,
COL,STINT,TOT,PC_PA,M,1998-01,24.59,
COL,STINT,TOT,PC_PA,M,1998-02,25.04,
COL,STINT,TOT,PC_PA,M,1998-03,27.97,
COL,STINT,TOT,PC_PA,M,1998-04,30.72,
COL,STINT,TOT,PC_PA,M,1998-05,31.67,
COL,STINT,TOT,PC_PA,M,1998-06,36.56,
COL,STINT,TOT,PC_PA,M,1998-07,36.43,
COL,STINT,TOT,PC_PA,M,1998-08,34.16,
COL,STINT,TOT,PC_PA,M,1998-09,35.62,
COL,STINT,TOT,PC_PA,M,1998-10,36.53,
COL,STINT,TOT,PC_PA,M,1998-11,36.43,
COL,STINT,TOT,PC_PA,M,1998-12,35.28,
COL,STINT,TOT,PC_PA,M,1999-01,33.23,
COL,STINT,TOT,PC_PA,M,1999-02,30.25,
COL,STINT,TOT,PC_PA,M,1999-03,25.32,
COL,STINT,TOT,PC_PA,M,1999-04,22.08,
COL,STINT,TOT,PC_PA,M,1999-05,19.01,
COL,STINT,TOT,PC_PA,M,1999-06,17.86,
COL,STINT,TOT,PC_PA,M,1999-07,19.15,
COL,STINT,TOT,PC_PA,M,1999-08,18.86,
COL,STINT,TOT,PC_PA,M,1999-09,18.05,
COL,STINT,TOT,PC_PA,M,1999-10,18.15,
COL,STINT,TOT,PC_PA,M,1999-11,17.89,
COL,STINT,TOT,PC_PA,M,1999-12,16.09,
COL,STINT,TOT,PC_PA,M,2000-01,12.59,
COL,STINT,TOT,PC_PA,M,2000-02,10.21,
COL,STINT,TOT,PC_PA,M,2000-03,10.9,
COL,STINT,TOT,PC_PA,M,2000-04,11.41,
COL,STINT,TOT,PC_PA,M,2000-05,11.72,
COL,STINT,TOT,PC_PA,M,2000-06,12.0,
COL,STINT,TOT,PC_PA,M,2000-07,12.2,
COL,STINT,TOT,PC_PA,M,2000-08,12.48,
COL,STINT,TOT,PC_PA,M,2000-09,12.94,
COL,STINT,TOT,PC_PA,M,2000-10,12.95,
COL,STINT,TOT,PC_PA,M,2000-11,13.08,
COL,STINT,TOT,PC_PA,M,2000-12,13.28,
COL,STINT,TOT,PC_PA,M,2001-01,13.5,
COL,STINT,TOT,PC_PA,M,2001-02,13.34,
COL,STINT,TOT,PC_PA,M,2001-03,13.02,
COL,STINT,TOT,PC_PA,M,2001-04,12.74,
COL,STINT,TOT,PC_PA,M,2001-05,12.72,
COL,STINT,TOT,PC_PA,M,2001-06,12.7,
COL,STINT,TOT,PC_PA,M,2001-07,12.66,
COL,STINT,TOT,PC_PA,M,2001-08,12.34,
COL,STINT,TOT,PC_PA,M,2001-09,11.86,
COL,STINT,TOT,PC_PA,M,2001-10,11.46,
COL,STINT,TOT,PC_PA,M,2001-11,11.48,
COL,STINT,TOT,PC_PA,M,2001-12,11.4,
COL,STINT,TOT,PC_PA,M,2002-01,11.21,
COL,STINT,TOT,PC_PA,M,2002-02,10.75,
COL,STINT,TOT,PC_PA,M,2002-03,10.6,
COL,STINT,TOT,PC_PA,M,2002-04,10.01,
COL,STINT,TOT,PC_PA,M,2002-05,9.07,
COL,STINT,TOT,PC_PA,M,2002-06,8.41,
COL,STINT,TOT,PC_PA,M,2002-07,7.86,
COL,STINT,TOT,PC_PA,M,2002-08,7.9,
COL,STINT,TOT,PC_PA,M,2002-09,7.93,
COL,STINT,TOT,PC_PA,M,2002-10,7.9,
COL,STINT,TOT,PC_PA,M,2002-11,7.89,
COL,STINT,TOT,PC_PA,M,2002-12,7.73,
COL,STINT,TOT,PC_PA,M,2003-01,7.68,
COL,STINT,TOT,PC_PA,M,2003-02,7.77,
COL,STINT,TOT,PC_PA,M,2003-03,7.76,
COL,STINT,TOT,PC_PA,M,2003-04,7.72,
COL,STINT,TOT,PC_PA,M,2003-05,7.79,
COL,STINT,TOT,PC_PA,M,2003-06,7.77,
COL,STINT,TOT,PC_PA,M,2003-07,7.82,
COL,STINT,TOT,PC_PA,M,2003-08,7.83,
COL,STINT,TOT,PC_PA,M,2003-09,7.8,
COL,STINT,TOT,PC_PA,M,2003-10,7.82,
COL,STINT,TOT,PC_PA,M,2003-11,7.93,
COL,STINT,TOT,PC_PA,M,2003-12,7.95,
COL,STINT,TOT,PC_PA,M,2004-01,7.98,
COL,STINT,TOT,PC_PA,M,2004-02,7.85,
COL,STINT,TOT,PC_PA,M,2004-03,7.8,
COL,STINT,TOT,PC_PA,M,2004-04,7.84,
COL,STINT,TOT,PC_PA,M,2004-05,7.81,
COL,STINT,TOT,PC_PA,M,2004-06,7.86,
COL,STINT,TOT,PC_PA,M,2004-07,7.83,
COL,STINT,TOT,PC_PA,M,2004-08,7.76,
COL,STINT,TOT,PC_PA,M,2004-09,7.74,
COL,STINT,TOT,PC_PA,M,2004-10,7.68,
COL,STINT,TOT,PC_PA,M,2004-11,7.67,
COL,STINT,TOT,PC_PA,M,2004-12,7.76,
COL,STINT,TOT,PC_PA,M,2005-01,7.67,
COL,STINT,TOT,PC_PA,M,2005-02,7.41,
COL,STINT,TOT,PC_PA,M,2005-03,7.34,
COL,STINT,TOT,PC_PA,M,2005-04,7.29,
COL,STINT,TOT,PC_PA,M,2005-05,7.18,
COL,STINT,TOT,PC_PA,M,2005-06,7.18,
COL,STINT,TOT,PC_PA,M,2005-07,7.1,
COL,STINT,TOT,PC_PA,M,2005-08,6.99,
COL,STINT,TOT,PC_PA,M,2005-09,6.84,
COL,STINT,TOT,PC_PA,M,2005-10,6.46,
COL,STINT,TOT,PC_PA,M,2005-11,6.41,
COL,STINT,TOT,PC_PA,M,2005-12,6.3,
COL,STINT,TOT,PC_PA,M,2006-01,6.14,
COL,STINT,TOT,PC_PA,M,2006-02,6.01,
COL,STINT,TOT,PC_PA,M,2006-03,5.97,
COL,STINT,TOT,PC_PA,M,2006-04,5.93,
COL,STINT,TOT,PC_PA,M,2006-05,5.97,
COL,STINT,TOT,PC_PA,M,2006-06,6.12,
COL,STINT,TOT,PC_PA,M,2006-07,6.51,
COL,STINT,TOT,PC_PA,M,2006-08,6.37,
COL,STINT,TOT,PC_PA,M,2006-09,6.42,
COL,STINT,TOT,PC_PA,M,2006-10,6.42,
COL,STINT,TOT,PC_PA,M,2006-11,6.68,
COL,STINT,TOT,PC_PA,M,2006-12,6.75,
COL,STINT,TOT,PC_PA,M,2007-01,6.81,
COL,STINT,TOT,PC_PA,M,2007-02,6.8,
COL,STINT,TOT,PC_PA,M,2007-03,7.52,
COL,STINT,TOT,PC_PA,M,2007-04,7.45,
COL,STINT,TOT,PC_PA,M,2007-05,7.61,
COL,STINT,TOT,PC_PA,M,2007-06,8.02,
COL,STINT,TOT,PC_PA,M,2007-07,8.29,
COL,STINT,TOT,PC_PA,M,2007-08,8.54,
COL,STINT,TOT,PC_PA,M,2007-09,8.89,
COL,STINT,TOT,PC_PA,M,2007-10,8.59,
COL,STINT,TOT,PC_PA,M,2007-11,8.67,
COL,STINT,TOT,PC_PA,M,2007-12,8.98,
COL,STINT,TOT,PC_PA,M,2008-01,9.12,
COL,STINT,TOT,PC_PA,M,2008-02,9.3,
COL,STINT,TOT,PC_PA,M,2008-03,9.59,
COL,STINT,TOT,PC_PA,M,2008-04,9.79,
COL,STINT,TOT,PC_PA,M,2008-05,9.59,
COL,STINT,TOT,PC_PA,M,2008-06,9.75,
COL,STINT,TOT,PC_PA,M,2008-07,9.61,
COL,STINT,TOT,PC_PA,M,2008-08,9.96,
COL,STINT,TOT,PC_PA,M,2008-09,9.92,
COL,STINT,TOT,PC_PA,M,2008-10,10.02,
COL,STINT,TOT,PC_PA,M,2008-11,10.13,
COL,STINT,TOT,PC_PA,M,2008-12,10.12,
COL,STINT,TOT,PC_PA,M,2009-01,9.69,
COL,STINT,TOT,PC_PA,M,2009-02,8.98,
COL,STINT,TOT,PC_PA,M,2009-03,8.17,
COL,STINT,TOT,PC_PA,M,2009-04,7.12,
COL,STINT,TOT,PC_PA,M,2009-05,6.2,
COL,STINT,TOT,PC_PA,M,2009-06,5.52,
COL,STINT,TOT,PC_PA,M,2009-07,5.15,
COL,STINT,TOT,PC_PA,M,2009-08,5.08,
COL,STINT,TOT,PC_PA,M,2009-09,4.89,
COL,STINT,TOT,PC_PA,M,2009-10,4.41,
COL,STINT,TOT,PC_PA,M,2009-11,4.4,
COL,STINT,TOT,PC_PA,M,2009-12,4.12,
COL,STINT,TOT,PC_PA,M,2010-01,4.04,
COL,STINT,TOT,PC_PA,M,2010-02,4.0,
COL,STINT,TOT,PC_PA,M,2010-03,3.93,
COL,STINT,TOT,PC_PA,M,2010-04,3.92,
COL,STINT,TOT,PC_PA,M,2010-05,3.63,
COL,STINT,TOT,PC_PA,M,2010-06,3.54,
COL,STINT,TOT,PC_PA,M,2010-07,3.52,
COL,STINT,TOT,PC_PA,M,2010-08,3.5,
COL,STINT,TOT,PC_PA,M,2010-09,3.47,
COL,STINT,TOT,PC_PA,M,2010-10,3.45,
COL,STINT,TOT,PC_PA,M,2010-11,3.44,
COL,STINT,TOT,PC_PA,M,2010-12,3.5,
COL,STINT,TOT,PC_PA,M,2011-01,3.48,
COL,STINT,TOT,PC_PA,M,2011-02,3.46,
COL,STINT,TOT,PC_PA,M,2011-03,3.59,
COL,STINT,TOT,PC_PA,M,2011-04,3.74,
COL,STINT,TOT,PC_PA,M,2011-05,3.88,
COL,STINT,TOT,PC_PA,M,2011-06,4.1,
COL,STINT,TOT,PC_PA,M,2011-07,4.21,
COL,STINT,TOT,PC_PA,M,2011-08,4.49,
COL,STINT,TOT,PC_PA,M,2011-09,4.61,
COL,STINT,TOT,PC_PA,M,2011-10,4.72,
COL,STINT,TOT,PC_PA,M,2011-11,5.08,
COL,STINT,TOT,PC_PA,M,2011-12,5.12,
COL,STINT,TOT,PC_PA,M,2012-01,5.13,
COL,STINT,TOT,PC_PA,M,2012-02,5.27,
COL,STINT,TOT,PC_PA,M,2012-03,5.36,
COL,STINT,TOT,PC_PA,M,2012-04,5.47,
COL,STINT,TOT,PC_PA,M,2012-05,5.45,
COL,STINT,TOT,PC_PA,M,2012-06,5.45,
COL,STINT,TOT,PC_PA,M,2012-07,5.44,
COL,STINT,TOT,PC_PA,M,2012-08,5.41,
COL,STINT,TOT,PC_PA,M,2012-09,5.32,
COL,STINT,TOT,PC_PA,M,2012-10,5.42,
COL,STINT,TOT,PC_PA,M,2012-11,5.31,
COL,STINT,TOT,PC_PA,M,2012-12,5.22,
COL,STINT,TOT,PC_PA,M,2013-01,5.12,
COL,STINT,TOT,PC_PA,M,2013-02,4.82,
COL,STINT,TOT,PC_PA,M,2013-03,4.57,
COL,STINT,TOT,PC_PA,M,2013-04,4.21,
COL,STINT,TOT,PC_PA,M,2013-05,3.98,
COL,STINT,TOT,PC_PA,M,2013-06,3.94,
COL,STINT,TOT,PC_PA,M,2013-07,3.98,
COL,STINT,TOT,PC_PA,M,2013-08,4.07,
COL,STINT,TOT,PC_PA,M,2013-09,4.07,
COL,STINT,TOT,PC_PA,M,2013-10,4.02,
COL,STINT,TOT,PC_PA,M,2013-11,4.03,
COL,STINT,TOT,PC_PA,M,2013-12,4.06,
COL,STINT,TOT,PC_PA,M,2014-01,4.03,
COL,STINT,TOT,PC_PA,M,2014-02,3.97,
COL,STINT,TOT,PC_PA,M,2014-03,3.89,
COL,STINT,TOT,PC_PA,M,2014-04,3.81,
COL,STINT,TOT,PC_PA,M,2014-05,3.79,
COL,STINT,TOT,PC_PA,M,2014-06,3.94,
COL,STINT,TOT,PC_PA,M,2014-07,4.06,
COL,STINT,TOT,PC_PA,M,2014-08,4.04,
COL,STINT,TOT,PC_PA,M,2014-09,4.26,
COL,STINT,TOT,PC_PA,M,2014-10,4.33,
COL,STINT,TOT,PC_PA,M,2014-11,4.36,
COL,STINT,TOT,PC_PA,M,2014-12,4.34,
COL,STINT,TOT,PC_PA,M,2015-01,4.47,
COL,STINT,TOT,PC_PA,M,2015-02,4.45,
COL,STINT,TOT,PC_PA,M,2015-03,4.41,
COL,STINT,TOT,PC_PA,M,2015-04,4.51,
COL,STINT,TOT,PC_PA,M,2015-05,4.42,
COL,STINT,TOT,PC_PA,M,2015-06,4.4,
COL,STINT,TOT,PC_PA,M,2015-07,4.52,
COL,STINT,TOT,PC_PA,M,2015-08,4.47,
COL,STINT,TOT,PC_PA,M,2015-09,4.41,
COL,STINT,TOT,PC_PA,M,2015-10,4.72,
COL,STINT,TOT,PC_PA,M,2015-11,4.92,
COL,STINT,TOT,PC_PA,M,2015-12,5.24,
COL,STINT,TOT,PC_PA,M,2016-01,5.74,
COL,STINT,TOT,PC_PA,M,2016-02,6.25,
COL,STINT,TOT,PC_PA,M,2016-03,6.35,
COL,STINT,TOT,PC_PA,M,2016-04,6.65,
COL,STINT,TOT,PC_PA,M,2016-05,6.83,
COL,STINT,TOT,PC_PA,M,2016-06,6.91,
COL,STINT,TOT,PC_PA,M,2016-07,7.26,
COL,STINT,TOT,PC_PA,M,2016-08,7.19,
COL,STINT,TOT,PC_PA,M,2016-09,7.18,
COL,STINT,TOT,PC_PA,M,2016-10,7.09,
COL,STINT,TOT,PC_PA,M,2016-11,7.01,
COL,STINT,TOT,PC_PA,M,2016-12,6.92,
COL,STINT,TOT,PC_PA,M,2017-01,6.94,
COL,STINT,TOT,PC_PA,M,2017-02,6.78,
COL,STINT,TOT,PC_PA,M,2017-03,6.65,
COL,STINT,TOT,PC_PA,M,2017-04,6.53,
COL,STINT,TOT,PC_PA,M,2017-05,6.17,
COL,STINT,TOT,PC_PA,M,2017-06,5.96,
COL,STINT,TOT,PC_PA,M,2017-07,5.65,
COL,STINT,TOT,PC_PA,M,2017-08,5.58,
COL,STINT,TOT,PC_PA,M,2017-09,5.52,
COL,STINT,TOT,PC_PA,M,2017-10,5.46,
COL,STINT,TOT,PC_PA,M,2017-11,5.35,
COL,STINT,TOT,PC_PA,M,2017-12,5.28,
COL,STINT,TOT,PC_PA,M,2018-01,5.21,
COL,STINT,TOT,PC_PA,M,2018-02,5.07,
COL,STINT,TOT,PC_PA,M,2018-03,5.01,
COL,STINT,TOT,PC_PA,M,2018-04,4.9,
COL,STINT,TOT,PC_PA,M,2018-05,4.7,
COL,STINT,TOT,PC_PA,M,2018-06,4.6,
COL,STINT,TOT,PC_PA,M,2018-07,4.57,
COL,STINT,TOT,PC_PA,M,2018-08,4.53,
COL,STINT,TOT,PC_PA,M,2018-09,4.53,
COL,STINT,TOT,PC_PA,M,2018-10,4.43,
COL,STINT,TOT,PC_PA,M,2018-11,4.42,
COL,STINT,TOT,PC_PA,M,2018-12,4.54,
COL,STINT,TOT,PC_PA,M,2019-01,4.56,
COL,STINT,TOT,PC_PA,M,2019-02,4.57,
COL,STINT,TOT,PC_PA,M,2019-03,4.55,
COL,STINT,TOT,PC_PA,M,2019-04,4.54,
COL,STINT,TOT,PC_PA,M,2019-05,4.5,
COL,STINT,TOT,PC_PA,M,2019-06,4.52,
COL,STINT,TOT,PC_PA,M,2019-07,4.47,
COL,STINT,TOT,PC_PA,M,2019-08,4.43,
COL,STINT,TOT,PC_PA,M,2019-09,4.48,
COL,STINT,TOT,PC_PA,M,2019-10,4.41,
COL,STINT,TOT,PC_PA,M,2019-11,4.43,
COL,STINT,TOT,PC_PA,M,2019-12,4.52,
COL,STINT,TOT,PC_PA,M,2020-01,4.54,
COL,STINT,TOT,PC_PA,M,2020-02,4.46,
COL,STINT,TOT,PC_PA,M,2020-03,4.5,
COL,STINT,TOT,PC_PA,M,2020-04,4.55,
COL,STINT,TOT,PC_PA,M,2020-05,4.29,
COL,STINT,TOT,PC_PA,M,2020-06,3.76,
COL,STINT,TOT,PC_PA,M,2020-07,3.34,
COL,STINT,TOT,PC_PA,M,2020-08,2.79,
COL,STINT,TOT,PC_PA,M,2020-09,2.39,
COL,STINT,TOT,PC_PA,M,2020-10,2.03,
COL,STINT,TOT,PC_PA,M,2020-11,1.96,
